frame,time_sec,p_now_ch1,p_now_ch2,p_future_ch1,p_future_ch2,vad_ch1,vad_ch2
218,10.900000,0.995785534,0.004209334,0.946924448,0.053069238,0.610260546,0.199993908
219,10.950000,0.996203303,0.003791525,0.945102036,0.054891612,0.616210878,0.201682657
220,11.000000,0.996747911,0.003246838,0.944277167,0.055716459,0.583267033,0.195484787
221,11.050000,0.997191072,0.002803599,0.943856180,0.056137357,0.517324269,0.197423786
222,11.100000,0.996894538,0.003099895,0.942161977,0.057831366,0.465742975,0.210136920
223,11.150000,0.996715009,0.003279415,0.938100636,0.061892718,0.409193337,0.215770304
224,11.200000,0.997290015,0.002704589,0.934735179,0.065258272,0.461533099,0.208390027
225,11.250000,0.995489776,0.004504098,0.936764419,0.063228667,0.389212340,0.202031195
226,11.300000,0.993675113,0.006317955,0.937525272,0.062467612,0.320939064,0.199048728
227,11.350000,0.993485928,0.006507030,0.939586520,0.060406215,0.293273330,0.200318485
228,11.400000,0.990545750,0.009446243,0.942045093,0.057947516,0.313064098,0.198585331
229,11.450000,0.986675739,0.013314794,0.943946481,0.056046076,0.306906700,0.209848970
230,11.500000,0.985554516,0.014435365,0.945860565,0.054132108,0.371869475,0.209615320
231,11.550000,0.985565960,0.014423942,0.946326673,0.053665839,0.361294180,0.221835524
232,11.600000,0.987105548,0.012885064,0.949066281,0.050926298,0.326299071,0.215896547
233,11.650000,0.985482872,0.014507162,0.952258825,0.047733832,0.293429077,0.220528543
234,11.700000,0.986363292,0.013626955,0.954819679,0.045172986,0.241722971,0.216161996
235,11.750000,0.984395325,0.015594210,0.957583606,0.042409118,0.197995692,0.250805974
236,11.800000,0.982826233,0.017163284,0.955765128,0.044227630,0.194968283,0.247219086
237,11.850000,0.979771435,0.020217629,0.951609910,0.048382808,0.202240437,0.238717139
238,11.900000,0.991472363,0.008521716,0.954982936,0.045009814,0.342122376,0.223991901
239,11.950000,0.987169743,0.012822135,0.957234621,0.042758338,0.316362590,0.199391603
240,12.000000,0.980939746,0.019050399,0.952432215,0.047560733,0.281390548,0.224784940
241,12.050000,0.990652800,0.009341013,0.952691615,0.047301237,0.382556349,0.222970694
242,12.100000,0.986388683,0.013602909,0.957951844,0.042040978,0.333993971,0.234619886
243,12.150000,0.982973099,0.017017120,0.956903398,0.043089446,0.346362650,0.212244928
244,12.200000,0.975923240,0.024065496,0.953208566,0.046784047,0.281130075,0.223474115
245,12.250000,0.974175394,0.025812821,0.951083362,0.048909314,0.214573413,0.214652956
246,12.300000,0.972836018,0.027153136,0.948114872,0.051877670,0.214925438,0.234131336
247,12.350000,0.969255686,0.030732237,0.943397701,0.056594756,0.199843824,0.218859822
248,12.400000,0.959203005,0.040784042,0.934536219,0.065455876,0.187223375,0.209767580
249,12.450000,0.953195453,0.046790123,0.927102506,0.072889380,0.187482774,0.214433044
250,12.500000,0.953018546,0.046966612,0.927276790,0.072715126,0.184680343,0.207898349
251,12.550000,0.949227929,0.050756253,0.926781774,0.073209971,0.169626772,0.217440695
252,12.600000,0.946819067,0.053164449,0.924475014,0.075516492,0.172307521,0.205785453
253,12.650000,0.946197212,0.053785563,0.924736142,0.075255319,0.167404026,0.203028321
254,12.700000,0.945556045,0.054426376,0.923481286,0.076510035,0.181511641,0.208096862
255,12.750000,0.948887944,0.051094443,0.926346421,0.073644929,0.184544712,0.212552935
256,12.800000,0.950710416,0.049273625,0.924158514,0.075832672,0.198902845,0.230366021
257,12.850000,0.946214795,0.053767107,0.921938598,0.078052521,0.193908632,0.211359560
258,12.900000,0.942345679,0.057635073,0.919090688,0.080900326,0.176851690,0.186540037
259,12.950000,0.943917751,0.056062631,0.919092357,0.080898583,0.179209620,0.175180763
260,13.000000,0.942896545,0.057083987,0.918158591,0.081832498,0.167069703,0.201869130
261,13.050000,0.944238842,0.055741619,0.918084919,0.081906125,0.172595739,0.185318410
262,13.100000,0.936666667,0.063312940,0.909759164,0.090231791,0.171227008,0.175077260
263,13.150000,0.931005776,0.068972550,0.906481981,0.093508638,0.188136250,0.186933339
264,13.200000,0.926816642,0.073160358,0.900842190,0.099148378,0.173339695,0.189327151
265,13.250000,0.930005193,0.069971874,0.903625011,0.096365467,0.173226386,0.197287709
266,13.300000,0.924854636,0.075121671,0.900854349,0.099136129,0.183595985,0.197839767
267,13.350000,0.924867451,0.075107969,0.903214097,0.096776277,0.185108066,0.203764230
268,13.400000,0.934020996,0.065956578,0.908665538,0.091324784,0.216256946,0.203551769
269,13.450000,0.990056813,0.009937122,0.951291442,0.048701189,0.506874681,0.201909333
