frame,time_sec,p_now_ch1,p_now_ch2,p_future_ch1,p_future_ch2,vad_ch1,vad_ch2
298,14.900000,0.977367759,0.022626802,0.711069047,0.288921893,0.796506941,0.164680809
299,14.950000,0.971894562,0.028099829,0.648825049,0.351165235,0.748909414,0.131682903
300,15.000000,0.965661526,0.034332722,0.606687725,0.393302619,0.770571947,0.153573275
301,15.050000,0.955120802,0.044873189,0.548182487,0.451808423,0.820851684,0.139920890
302,15.100000,0.937240064,0.062753491,0.463695943,0.536295772,0.775809884,0.148521036
303,15.150000,0.938482404,0.061511114,0.453289032,0.546702862,0.717018366,0.147624254
304,15.200000,0.931120574,0.068872347,0.444289595,0.555701792,0.674017906,0.149835318
305,15.250000,0.925500929,0.074491501,0.429001063,0.570990026,0.656046093,0.141480982
306,15.300000,0.920644701,0.079347335,0.434739560,0.565251112,0.608807981,0.162281841
307,15.350000,0.919395506,0.080596738,0.468665779,0.531324983,0.548117161,0.169094205
308,15.400000,0.918205023,0.081787556,0.489956021,0.510035515,0.675945282,0.154320419
309,15.450000,0.904560685,0.095431335,0.456638366,0.543353021,0.769267440,0.147984445
310,15.500000,0.825577915,0.174406812,0.374501616,0.625488341,0.718208790,0.155465037
311,15.550000,0.781121552,0.218863219,0.386981338,0.613009036,0.688942254,0.146792829
312,15.600000,0.661758900,0.338220477,0.365976363,0.634014010,0.573397994,0.164066553
313,15.650000,0.633026719,0.366953254,0.361724526,0.638266504,0.414326847,0.161279947
314,15.700000,0.627164960,0.372815698,0.356610239,0.643380761,0.248578578,0.168222815
315,15.750000,0.594032705,0.405946076,0.363647193,0.636343539,0.161354303,0.149928033
316,15.800000,0.610925078,0.389054447,0.370602638,0.629388034,0.155348659,0.146322489
317,15.850000,0.540717423,0.459259927,0.351337701,0.648652673,0.134606481,0.174554408
